Row ID,Order Date,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,year,month,quarter,day_of_week,delivery_days
8895,2017-08-15,2017-08-22,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,312.03,2017,8,3,1,7
8896,2017-08-15,2017-08-22,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,17.94,2017,8,3,1,7
8897,2017-08-15,2017-08-22,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,165.6,2017,8,3,1,7
8898,2017-08-15,2017-08-22,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,37.52,2017,8,3,1,7
8899,2016-08-07,2016-08-09,Second Class,Corporate,Springfield,Virginia,South,Technology,Phones,494.97,2016,8,3,6,2
8900,2016-08-07,2016-08-09,Second Class,Corporate,Springfield,Virginia,South,Office Supplies,Labels,25.06,2016,8,3,6,2
8901,2017-05-31,2017-06-04,Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Furnishings,32.064,2017,5,2,2,4
8902,2017-05-31,2017-06-04,Standard Class,Consumer,Decatur,Illinois,Central,Office Supplies,Paper,18.496,2017,5,2,2,4
8903,2017-05-31,2017-06-04,Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Chairs,191.079,2017,5,2,2,4
8904,2017-05-31,2017-06-04,Standard Class,Consumer,Decatur,Illinois,Central,Office Supplies,Paper,10.368,2017,5,2,2,4
8905,2017-07-01,2017-07-01,Same Day,Home Office,New York City,New York,East,Office Supplies,Labels,30.53,2017,7,3,5,0
8906,2017-07-01,2017-07-01,Same Day,Home Office,New York City,New York,East,Technology,Accessories,30.84,2017,7,3,5,0
8907,2017-07-01,2017-07-01,Same Day,Home Office,New York City,New York,East,Office Supplies,Paper,75.06,2017,7,3,5,0
8908,2017-12-18,2017-12-20,First Class,Corporate,San Francisco,California,West,Technology,Phones,66.976,2017,12,4,0,2
8909,2016-01-26,2016-02-01,Standard Class,Corporate,Moreno Valley,California,West,Office Supplies,Paper,182.72,2016,1,1,1,6
8910,2018-10-28,2018-11-01,Standard Class,Consumer,Everett,Massachusetts,East,Office Supplies,Labels,21.93,2018,10,4,6,4
8911,2018-11-04,2018-11-08,Standard Class,Consumer,Chattanooga,Tennessee,South,Technology,Accessories,95.976,2018,11,4,6,4
8912,2018-11-04,2018-11-08,Standard Class,Consumer,Chattanooga,Tennessee,South,Technology,Phones,143.928,2018,11,4,6,4
8913,2018-11-04,2018-11-08,Standard Class,Consumer,Chattanooga,Tennessee,South,Office Supplies,Binders,3.564,2018,11,4,6,4
8914,2018-11-04,2018-11-08,Standard Class,Consumer,Chattanooga,Tennessee,South,Office Supplies,Labels,4.928,2018,11,4,6,4
8915,2017-05-09,2017-05-13,Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Storage,856.656,2017,5,2,1,4
8916,2017-05-09,2017-05-13,Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Binders,13.184,2017,5,2,1,4
8917,2017-05-09,2017-05-13,Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Appliances,48.784,2017,5,2,1,4
8918,2017-05-09,2017-05-13,Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Paper,76.64,2017,5,2,1,4
8919,2017-05-09,2017-05-13,Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Binders,18.528,2017,5,2,1,4
8920,2015-04-02,2015-04-08,Standard Class,Corporate,Virginia Beach,Virginia,South,Furniture,Furnishings,177.68,2015,4,2,3,6
8921,2015-04-28,2015-05-03,Standard Class,Corporate,Jamestown,New York,East,Technology,Accessories,159.98,2015,4,2,1,5
8922,2017-10-04,2017-10-08,Standard Class,Corporate,Coral Gables,Florida,South,Technology,Phones,52.68,2017,10,4,2,4
8923,2017-10-04,2017-10-08,Standard Class,Corporate,Coral Gables,Florida,South,Furniture,Furnishings,11.568,2017,10,4,2,4
8924,2018-06-11,2018-06-17,Standard Class,Consumer,Hickory,North Carolina,South,Office Supplies,Binders,4.572,2018,6,2,0,6
8925,2017-01-30,2017-02-03,Standard Class,Consumer,Rockford,Illinois,Central,Technology,Phones,1439.968,2017,1,1,0,4
8926,2017-01-30,2017-02-03,Standard Class,Consumer,Rockford,Illinois,Central,Office Supplies,Binders,1.728,2017,1,1,0,4
8927,2017-01-30,2017-02-03,Standard Class,Consumer,Rockford,Illinois,Central,Furniture,Tables,626.1,2017,1,1,0,4
8928,2016-09-27,2016-09-29,Second Class,Corporate,Seattle,Washington,West,Office Supplies,Art,99.2,2016,9,3,1,2
8929,2016-04-13,2016-04-17,Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Tables,609.98,2016,4,2,2,4
8930,2016-04-13,2016-04-17,Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Tables,211.372,2016,4,2,2,4
8931,2016-04-13,2016-04-17,Standard Class,Consumer,Huntsville,Texas,Central,Technology,Phones,239.976,2016,4,2,2,4
8932,2018-12-18,2018-12-24,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Furniture,Furnishings,99.95,2018,12,4,1,6
8933,2018-12-18,2018-12-24,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Technology,Accessories,29.34,2018,12,4,1,6
8934,2017-03-14,2017-03-19,Standard Class,Corporate,Green Bay,Wisconsin,Central,Furniture,Furnishings,16.74,2017,3,1,1,5
8935,2018-08-27,2018-08-27,Same Day,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.672,2018,8,3,0,0
8936,2018-08-27,2018-08-27,Same Day,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,1119.888,2018,8,3,0,0
8937,2016-12-17,2016-12-19,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Art,204.85,2016,12,4,5,2
8938,2016-12-17,2016-12-19,Second Class,Consumer,Los Angeles,California,West,Technology,Phones,135.984,2016,12,4,5,2
8939,2016-12-17,2016-12-19,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Art,16.4,2016,12,4,5,2
8940,2016-12-17,2016-12-19,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,92.96,2016,12,4,5,2
8941,2015-08-22,2015-08-24,Second Class,Consumer,North Miami,Florida,South,Office Supplies,Supplies,7.632,2015,8,3,5,2
8942,2017-11-03,2017-11-05,First Class,Consumer,Portland,Oregon,West,Office Supplies,Binders,4.158,2017,11,4,4,2
8943,2017-11-03,2017-11-05,First Class,Consumer,Portland,Oregon,West,Technology,Machines,179.991,2017,11,4,4,2
8944,2018-10-10,2018-10-16,Standard Class,Consumer,Aurora,Illinois,Central,Furniture,Chairs,239.358,2018,10,4,2,6
8945,2015-12-07,2015-12-08,First Class,Home Office,San Francisco,California,West,Office Supplies,Paper,164.88,2015,12,4,0,1
8946,2015-11-15,2015-11-17,Second Class,Corporate,San Francisco,California,West,Office Supplies,Supplies,10.95,2015,11,4,6,2
8947,2018-12-24,2018-12-28,Standard Class,Corporate,New Bedford,Massachusetts,East,Office Supplies,Paper,19.44,2018,12,4,0,4
8948,2018-12-24,2018-12-28,Standard Class,Corporate,New Bedford,Massachusetts,East,Office Supplies,Binders,12.3,2018,12,4,0,4
8949,2015-12-24,2015-12-26,First Class,Consumer,San Diego,California,West,Office Supplies,Appliances,13.97,2015,12,4,3,2
8950,2018-12-22,2018-12-28,Standard Class,Consumer,Jackson,Tennessee,South,Furniture,Tables,934.956,2018,12,4,5,6
8951,2018-12-22,2018-12-28,Standard Class,Consumer,Jackson,Tennessee,South,Technology,Accessories,46.864,2018,12,4,5,6
8952,2018-12-22,2018-12-28,Standard Class,Consumer,Jackson,Tennessee,South,Office Supplies,Storage,26.16,2018,12,4,5,6
8953,2018-12-22,2018-12-28,Standard Class,Consumer,Jackson,Tennessee,South,Office Supplies,Art,23.128,2018,12,4,5,6
8954,2018-12-22,2018-12-28,Standard Class,Consumer,Jackson,Tennessee,South,Office Supplies,Appliances,59.24,2018,12,4,5,6
8955,2015-08-08,2015-08-10,Second Class,Consumer,Jacksonville,Florida,South,Furniture,Bookcases,155.456,2015,8,3,5,2
8956,2015-09-20,2015-09-24,Standard Class,Corporate,San Diego,California,West,Office Supplies,Paper,8.56,2015,9,3,6,4
8957,2018-12-25,2018-12-28,First Class,Consumer,Hialeah,Florida,South,Furniture,Furnishings,21.0,2018,12,4,1,3
8958,2018-12-25,2018-12-28,First Class,Consumer,Hialeah,Florida,South,Technology,Machines,120.0,2018,12,4,1,3
8959,2018-11-25,2018-11-30,Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,299.96,2018,11,4,6,5
8960,2018-11-25,2018-11-30,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,67.84,2018,11,4,6,5
8961,2018-11-25,2018-11-30,Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,853.93,2018,11,4,6,5
8962,2018-11-25,2018-11-30,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,18.688,2018,11,4,6,5
8963,2017-11-05,2017-11-07,First Class,Consumer,Virginia Beach,Virginia,South,Furniture,Furnishings,273.96,2017,11,4,6,2
8964,2017-11-05,2017-11-07,First Class,Consumer,Virginia Beach,Virginia,South,Technology,Accessories,89.97,2017,11,4,6,2
8965,2017-11-05,2017-11-07,First Class,Consumer,Virginia Beach,Virginia,South,Furniture,Furnishings,756.8,2017,11,4,6,2
8966,2018-11-06,2018-11-12,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.248,2018,11,4,1,6
8967,2017-11-03,2017-11-07,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,72.0,2017,11,4,4,4
8968,2017-11-03,2017-11-07,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Chairs,470.155,2017,11,4,4,4
8969,2015-12-30,2016-01-01,First Class,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,39.128,2015,12,4,2,2
8970,2018-12-02,2018-12-07,Standard Class,Corporate,Lakewood,Ohio,East,Office Supplies,Art,19.728,2018,12,4,6,5
8971,2018-12-02,2018-12-07,Standard Class,Corporate,Lakewood,Ohio,East,Technology,Phones,151.188,2018,12,4,6,5
8972,2018-03-24,2018-03-28,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,271.764,2018,3,1,5,4
8973,2015-11-19,2015-11-21,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,47.496,2015,11,4,3,2
8974,2018-04-25,2018-04-27,Second Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,344.981,2018,4,2,2,2
8975,2018-11-23,2018-11-26,First Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,36.288,2018,11,4,4,3
8976,2018-11-23,2018-11-26,First Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,78.304,2018,11,4,4,3
8977,2018-11-23,2018-11-26,First Class,Corporate,Dallas,Texas,Central,Furniture,Tables,127.785,2018,11,4,4,3
8978,2018-11-23,2018-11-26,First Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,6.104,2018,11,4,4,3
8979,2015-11-03,2015-11-05,Second Class,Corporate,Orange,New Jersey,East,Office Supplies,Binders,5.76,2015,11,4,1,2
8980,2016-10-19,2016-10-24,Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,1.72,2016,10,4,2,5
8981,2015-02-06,2015-02-10,Second Class,Consumer,Romeoville,Illinois,Central,Office Supplies,Binders,8.952,2015,2,1,4,4
8982,2017-03-06,2017-03-12,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,2.334,2017,3,1,0,6
8983,2017-03-06,2017-03-12,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,1.728,2017,3,1,0,6
8984,2017-03-06,2017-03-12,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,159.04,2017,3,1,0,6
8985,2017-03-06,2017-03-12,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,145.98,2017,3,1,0,6
8986,2016-12-03,2016-12-07,Standard Class,Consumer,Jacksonville,North Carolina,South,Furniture,Furnishings,77.952,2016,12,4,5,4
8987,2016-12-03,2016-12-07,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Binders,95.97,2016,12,4,5,4
8988,2016-12-03,2016-12-07,Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,105.584,2016,12,4,5,4
8989,2016-12-03,2016-12-07,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Art,9.344,2016,12,4,5,4
8990,2016-12-24,2016-12-30,Standard Class,Corporate,Springfield,Missouri,Central,Furniture,Furnishings,9.68,2016,12,4,5,6
8991,2016-12-24,2016-12-30,Standard Class,Corporate,Springfield,Missouri,Central,Technology,Copiers,4899.93,2016,12,4,5,6
8992,2018-10-01,2018-10-06,Standard Class,Home Office,San Francisco,California,West,Technology,Accessories,104.75,2018,10,4,0,5
8993,2018-10-16,2018-10-21,Standard Class,Corporate,Columbia,Tennessee,South,Technology,Accessories,18.528,2018,10,4,1,5
8994,2018-10-16,2018-10-21,Standard Class,Corporate,Columbia,Tennessee,South,Furniture,Tables,1875.258,2018,10,4,1,5
8995,2015-08-15,2015-08-17,First Class,Consumer,Hollywood,Florida,South,Office Supplies,Paper,91.36,2015,8,3,5,2
8996,2015-08-15,2015-08-17,First Class,Consumer,Hollywood,Florida,South,Office Supplies,Appliances,152.24,2015,8,3,5,2
8997,2018-11-11,2018-11-13,First Class,Consumer,Dallas,Texas,Central,Technology,Phones,35.184,2018,11,4,6,2
8998,2018-03-20,2018-03-20,Same Day,Consumer,Houston,Texas,Central,Office Supplies,Paper,56.704,2018,3,1,1,0
8999,2018-03-20,2018-03-20,Same Day,Consumer,Houston,Texas,Central,Office Supplies,Paper,274.064,2018,3,1,1,0
9000,2018-05-13,2018-05-17,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Chairs,458.43,2018,5,2,6,4
9001,2015-06-22,2015-06-22,Same Day,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,8.226,2015,6,2,0,0
9002,2015-12-02,2015-12-09,Standard Class,Corporate,Sandy Springs,Georgia,South,Technology,Accessories,5.95,2015,12,4,2,7
9003,2015-12-02,2015-12-09,Standard Class,Corporate,Sandy Springs,Georgia,South,Office Supplies,Paper,15.24,2015,12,4,2,7
9004,2016-04-05,2016-04-06,Same Day,Consumer,Spokane,Washington,West,Technology,Accessories,239.94,2016,4,2,1,1
9005,2016-04-05,2016-04-06,Same Day,Consumer,Spokane,Washington,West,Office Supplies,Art,23.84,2016,4,2,1,1
9006,2018-11-18,2018-11-18,Same Day,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Storage,92.52,2018,11,4,6,0
9007,2018-11-18,2018-11-18,Same Day,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Storage,37.76,2018,11,4,6,0
9008,2018-11-18,2018-11-18,Same Day,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Labels,7.38,2018,11,4,6,0
9009,2018-11-18,2018-11-18,Same Day,Corporate,Milwaukee,Wisconsin,Central,Furniture,Furnishings,5.82,2018,11,4,6,0
9010,2018-07-12,2018-07-18,Standard Class,Consumer,Fairfield,Ohio,East,Office Supplies,Paper,3.816,2018,7,3,3,6
9011,2018-05-19,2018-05-23,Standard Class,Corporate,Huntsville,Alabama,South,Office Supplies,Binders,26.16,2018,5,2,5,4
9012,2016-12-20,2016-12-21,First Class,Home Office,Houston,Texas,Central,Technology,Accessories,100.8,2016,12,4,1,1
9013,2017-02-21,2017-02-22,First Class,Corporate,New York City,New York,East,Furniture,Furnishings,135.8,2017,2,1,1,1
9014,2018-03-18,2018-03-22,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,13.9,2018,3,1,6,4
9015,2018-03-18,2018-03-22,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,19.4,2018,3,1,6,4
9016,2017-12-17,2017-12-23,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Binders,13.488,2017,12,4,6,6
9017,2017-12-17,2017-12-23,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Binders,11.416,2017,12,4,6,6
9018,2017-03-26,2017-03-28,Second Class,Consumer,Pocatello,Idaho,West,Office Supplies,Paper,17.64,2017,3,1,6,2
9019,2017-03-26,2017-03-28,Second Class,Consumer,Pocatello,Idaho,West,Office Supplies,Binders,17.04,2017,3,1,6,2
9020,2015-12-16,2015-12-18,Second Class,Consumer,Springfield,Virginia,South,Technology,Accessories,99.98,2015,12,4,2,2
9021,2015-12-16,2015-12-18,Second Class,Consumer,Springfield,Virginia,South,Furniture,Furnishings,29.46,2015,12,4,2,2
9022,2016-11-15,2016-11-20,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Binders,166.92,2016,11,4,1,5
9023,2017-08-22,2017-08-23,First Class,Home Office,Fort Collins,Colorado,West,Furniture,Furnishings,98.328,2017,8,3,1,1
9024,2016-06-29,2016-07-02,First Class,Consumer,New York City,New York,East,Furniture,Chairs,117.882,2016,6,2,2,3
9025,2017-06-26,2017-07-02,Standard Class,Corporate,New York City,New York,East,Technology,Accessories,20.97,2017,6,2,0,6
9026,2017-06-26,2017-07-02,Standard Class,Corporate,New York City,New York,East,Technology,Accessories,139.96,2017,6,2,0,6
9027,2017-06-26,2017-07-02,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,37.74,2017,6,2,0,6
9028,2017-09-17,2017-09-22,Standard Class,Consumer,Marlborough,Massachusetts,East,Furniture,Furnishings,14.82,2017,9,3,6,5
9029,2017-09-17,2017-09-22,Standard Class,Consumer,Marlborough,Massachusetts,East,Furniture,Furnishings,191.82,2017,9,3,6,5
9030,2015-07-18,2015-07-23,Standard Class,Consumer,New Rochelle,New York,East,Office Supplies,Binders,13.904,2015,7,3,5,5
9031,2018-09-01,2018-09-01,Same Day,Corporate,Seattle,Washington,West,Office Supplies,Appliances,314.6,2018,9,3,5,0
9032,2018-09-01,2018-09-01,Same Day,Corporate,Seattle,Washington,West,Furniture,Tables,283.56,2018,9,3,5,0
9033,2018-06-22,2018-06-26,Standard Class,Home Office,Detroit,Michigan,Central,Furniture,Chairs,487.96,2018,6,2,4,4
9034,2015-09-02,2015-09-07,Standard Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Binders,1793.98,2015,9,3,2,5
9035,2016-10-01,2016-10-05,Standard Class,Consumer,Quincy,Illinois,Central,Office Supplies,Binders,2.992,2016,10,4,5,4
9036,2016-10-01,2016-10-05,Standard Class,Consumer,Quincy,Illinois,Central,Technology,Accessories,108.768,2016,10,4,5,4
9037,2016-04-07,2016-04-10,First Class,Consumer,New York City,New York,East,Office Supplies,Paper,25.92,2016,4,2,3,3
9038,2016-04-07,2016-04-10,First Class,Consumer,New York City,New York,East,Office Supplies,Storage,22.58,2016,4,2,3,3
9039,2018-11-21,2018-11-21,Same Day,Consumer,Houston,Texas,Central,Technology,Phones,55.176,2018,11,4,2,0
9040,2017-12-17,2017-12-21,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,9892.74,2017,12,4,6,4
9041,2015-09-19,2015-09-24,Standard Class,Corporate,Chandler,Arizona,West,Furniture,Tables,73.915,2015,9,3,5,5
9042,2015-09-28,2015-10-03,Standard Class,Consumer,Hollywood,Florida,South,Furniture,Furnishings,337.088,2015,9,3,0,5
9043,2016-09-22,2016-09-26,Second Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,61.44,2016,9,3,3,4
9044,2017-11-07,2017-11-13,Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,479.97,2017,11,4,1,6
9045,2018-12-16,2018-12-20,Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Binders,5.984,2018,12,4,6,4
9046,2018-12-16,2018-12-20,Second Class,Corporate,Sunnyvale,California,West,Technology,Accessories,189.95,2018,12,4,6,4
9047,2018-12-16,2018-12-20,Second Class,Corporate,Sunnyvale,California,West,Technology,Accessories,149.95,2018,12,4,6,4
9048,2018-12-16,2018-12-20,Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Art,29.95,2018,12,4,6,4
9049,2018-12-16,2018-12-20,Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Labels,44.4,2018,12,4,6,4
9050,2015-09-21,2015-09-25,Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,66.03,2015,9,3,0,4
9051,2016-05-18,2016-05-22,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,10.86,2016,5,2,2,4
9052,2015-03-26,2015-03-31,Second Class,Corporate,San Francisco,California,West,Office Supplies,Art,3.36,2015,3,1,3,5
9053,2015-03-26,2015-03-31,Second Class,Corporate,San Francisco,California,West,Office Supplies,Binders,27.936,2015,3,1,3,5
9054,2015-03-26,2015-03-31,Second Class,Corporate,San Francisco,California,West,Technology,Phones,28.784,2015,3,1,3,5
9055,2018-09-22,2018-09-28,Standard Class,Consumer,Santa Ana,California,West,Office Supplies,Supplies,21.96,2018,9,3,5,6
9056,2016-09-12,2016-09-17,Second Class,Consumer,Seattle,Washington,West,Technology,Accessories,21.98,2016,9,3,0,5
9057,2016-11-02,2016-11-04,First Class,Home Office,New York City,New York,East,Furniture,Chairs,2621.322,2016,11,4,2,2
9058,2016-10-20,2016-10-24,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,74.76,2016,10,4,3,4
9059,2016-10-20,2016-10-24,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,364.776,2016,10,4,3,4
9060,2017-06-14,2017-06-18,Standard Class,Corporate,Seattle,Washington,West,Furniture,Tables,1115.17,2017,6,2,2,4
9061,2016-11-20,2016-11-21,First Class,Corporate,San Diego,California,West,Office Supplies,Binders,89.696,2016,11,4,6,1
9062,2016-11-20,2016-11-21,First Class,Corporate,San Diego,California,West,Office Supplies,Labels,50.12,2016,11,4,6,1
9063,2017-02-28,2017-03-06,Standard Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,36.48,2017,2,1,1,6
9064,2015-10-14,2015-10-20,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,322.192,2015,10,4,2,6
9065,2015-10-14,2015-10-20,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,2.946,2015,10,4,2,6
9066,2015-10-14,2015-10-20,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,19.136,2015,10,4,2,6
9067,2018-05-26,2018-05-30,Standard Class,Consumer,Harrisonburg,Virginia,South,Technology,Accessories,23.08,2018,5,2,5,4
9068,2017-02-04,2017-02-10,Standard Class,Consumer,Rockville,Maryland,East,Technology,Phones,90.48,2017,2,1,5,6
9069,2017-09-02,2017-09-05,Second Class,Consumer,Des Moines,Washington,West,Furniture,Chairs,215.976,2017,9,3,5,3
9070,2017-09-02,2017-09-05,Second Class,Consumer,Des Moines,Washington,West,Office Supplies,Envelopes,65.94,2017,9,3,5,3
9071,2018-12-04,2018-12-05,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,11.352,2018,12,4,1,1
9072,2016-06-12,2016-06-16,Standard Class,Home Office,Columbus,Indiana,Central,Office Supplies,Storage,24.56,2016,6,2,6,4
9073,2017-09-04,2017-09-08,Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Envelopes,16.56,2017,9,3,0,4
9074,2017-09-04,2017-09-08,Standard Class,Consumer,Springfield,Missouri,Central,Technology,Accessories,279.95,2017,9,3,0,4
9075,2015-04-21,2015-04-26,Standard Class,Corporate,Henderson,Kentucky,South,Office Supplies,Storage,828.84,2015,4,2,1,5
9076,2016-11-05,2016-11-08,First Class,Consumer,Lakewood,Ohio,East,Office Supplies,Binders,7.218,2016,11,4,5,3
9077,2016-11-05,2016-11-08,First Class,Consumer,Lakewood,Ohio,East,Office Supplies,Supplies,27.2,2016,11,4,5,3
9078,2015-11-03,2015-11-07,Standard Class,Corporate,Omaha,Nebraska,Central,Technology,Accessories,89.97,2015,11,4,1,4
9079,2017-02-16,2017-02-23,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,318.08,2017,2,1,3,7
9080,2017-02-16,2017-02-23,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,5.8,2017,2,1,3,7
9081,2018-09-11,2018-09-13,Second Class,Corporate,Santa Ana,California,West,Technology,Phones,143.952,2018,9,3,1,2
9082,2018-09-11,2018-09-13,Second Class,Corporate,Santa Ana,California,West,Office Supplies,Paper,19.44,2018,9,3,1,2
9083,2018-11-02,2018-11-06,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Art,5.56,2018,11,4,4,4
9084,2016-02-06,2016-02-08,First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Storage,146.73,2016,2,1,5,2
9085,2016-02-06,2016-02-08,First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Paper,29.9,2016,2,1,5,2
9086,2017-09-10,2017-09-12,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,276.784,2017,9,3,6,2
9087,2017-09-26,2017-09-30,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Appliances,93.032,2017,9,3,1,4
9088,2017-09-26,2017-09-30,Standard Class,Corporate,Houston,Texas,Central,Furniture,Chairs,454.965,2017,9,3,1,4
9089,2016-12-15,2016-12-20,Standard Class,Corporate,Cary,North Carolina,South,Technology,Phones,246.168,2016,12,4,3,5
9090,2017-09-17,2017-09-20,Second Class,Consumer,Springfield,Ohio,East,Office Supplies,Storage,295.4,2017,9,3,6,3
9091,2018-10-13,2018-10-15,First Class,Consumer,Louisville,Kentucky,South,Office Supplies,Storage,348.56,2018,10,4,5,2
9092,2016-06-28,2016-07-03,Second Class,Corporate,Troy,Ohio,East,Office Supplies,Paper,15.552,2016,6,2,1,5
9093,2016-06-28,2016-07-03,Second Class,Corporate,Troy,Ohio,East,Furniture,Bookcases,482.94,2016,6,2,1,5
9094,2016-06-01,2016-06-05,Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,299.98,2016,6,2,2,4
9095,2016-06-01,2016-06-05,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,403.68,2016,6,2,2,4
9096,2016-06-01,2016-06-05,Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,41.9,2016,6,2,2,4
9097,2016-06-01,2016-06-05,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,28.91,2016,6,2,2,4
9098,2015-04-12,2015-04-17,Standard Class,Consumer,Bloomington,Indiana,Central,Office Supplies,Paper,32.4,2015,4,2,6,5
9099,2018-10-12,2018-10-16,Standard Class,Home Office,Dallas,Texas,Central,Technology,Phones,369.544,2018,10,4,4,4
9100,2018-10-12,2018-10-16,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Paper,10.368,2018,10,4,4,4
9101,2018-10-12,2018-10-16,Standard Class,Home Office,Dallas,Texas,Central,Technology,Accessories,791.88,2018,10,4,4,4
9102,2016-11-07,2016-11-12,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,23.64,2016,11,4,0,5
9103,2016-11-07,2016-11-12,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,84.784,2016,11,4,0,5
9104,2016-11-07,2016-11-12,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,64.96,2016,11,4,0,5
9105,2016-11-07,2016-11-12,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,32.06,2016,11,4,0,5
9106,2016-11-07,2016-11-12,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,177.648,2016,11,4,0,5
9107,2016-11-07,2016-11-12,Standard Class,Consumer,Houston,Texas,Central,Technology,Machines,287.91,2016,11,4,0,5
